Accepted Symbol,Scientific Name,Common Name,Active Growth Period,Growth Rate,"Height at Base Age, Maximum (feet)","Height, Mature (feet)",Lifespan,Nitrogen Fixation,Shape and Orientation,Anaerobic Tolerance,Drought Tolerance,Moisture Use,pH (Minimum),pH (Maximum),"Planting Density per Acre, Minimum","Planting Density per Acre, Maximum",Precipitation (Minimum),Precipitation (Maximum),"Root Depth, Minimum (inches)",Salinity Tolerance,Shade Tolerance,"Temperature, Minimum (°F)",Bloom Period,Fruit/Seed Period Begin,Fruit/Seed Period End,Berry/Nut/Seed Product,Palatable Human,Protein Potential
DRCOC2,Drymaria cordata ssp. cordata,whitesnow,,,,,,,,,,,,,,,,,,,,,,,,,,
DRCOD,Drymaria cordata ssp. diandra,whitesnow,,,,,,,,,,,,,,,,,,,,,,,,,,
DREF,Drymaria effusa,pinewoods drymary,,,,,,,,,,,,,,,,,,,,,,,,,,
DREFD,Drymaria effusa var. depressa,pinewoods drymary,,,,,,,,,,,,,,,,,,,,,,,,,,
DREFE,Drymaria effusa var. effusa,pinewoods drymary,,,,,,,,,,,,,,,,,,,,,,,,,,
DRGL5,Drymaria glandulosa,Fendler's drymary,,,,,,,,,,,,,,,,,,,,,,,,,,
DRGR6,Drymaria gracilis,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRLA4,Drymaria laxiflora,Trans-Pecos drymary,,,,,,,,,,,,,,,,,,,,,,,,,,
DRLE3,Drymaria leptophylla,canyon drymary,,,,,,,,,,,,,,,,,,,,,,,,,,
DRMO2,Drymaria molluginea,slimleaf drymary,,,,,,,,,,,,,,,,,,,,,,,,,,
DRPA3,Drymaria pachyphylla,thickleaf drymary,,,,,,,,,,,,,,,,,,,,,,,,,,
DRVI4,Drymaria viscosa,sticky drymary,,,,,,,,,,,,,,,,,,,,,,,,,,
DRYNA,Drynaria,basket fern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRQU2,Drynaria quercifolia,basket fern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRYOB,Dryobalanops,camphor,,,,,,,,,,,,,,,,,,,,,,,,,,
DRAR9,Dryobalanops aromatica,Borneo camphor,,,,,,,,,,,,,,,,,,,,,,,,,,
DRYOP2,Dryopetalon,dryopetalon,,,,,,,,,,,,,,,,,,,,,,,,,,
DRRU2,Dryopetalon runcinatum,rockmustard,,,,,,,,,,,,,,,,,,,,,,,,,,
DRYOP,Dryopteris,woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRAL9,Dryopteris alboviridis,Pihea woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRAL3,Dryopteris ×algonquinensis,Algonquin woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRAR3,Dryopteris arguta,coastal woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRAU5,Dryopteris ×australis,woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRBE,Dryopteris ×benedictii,woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRBO2,Dryopteris ×boottii,woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRBR6,Dryopteris ×brathaica,woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRBU,Dryopteris ×burgessii,woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRCA3,Dryopteris campyloptera,mountain woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRCA11,Dryopteris carthusiana,spinulose woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRCE,Dryopteris celsa,log fern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRCI2,Dryopteris cinnamomea,cinnamon woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRCL,Dryopteris clintoniana,Clinton's woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRCO7,Dryopteris ×correllii,woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRCR5,Dryopteris crinalis,serpent woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRCR4,Dryopteris cristata,crested woodfern,Spring and Summer,Moderate,,1.6,Moderate,None,Erect,High,Low,High,3.5,6.5,,,15,55,12,None,Tolerant,-33,Summer,Summer,Fall,No,No,
DRDA5,Dryopteris davallioides,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRDO2,Dryopteris ×dowellii,woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DREX2,Dryopteris expansa,spreading woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRFI2,Dryopteris filix-mas,male fern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRFR,Dryopteris fragrans,fragrant woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRFU,Dryopteris fuscoatra,crowned woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRGL3,Dryopteris glabra,kilaw,,,,,,,,,,,,,,,,,,,,,,,,,,
DRGO3,Dryopteris goldieana,Goldie's woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRHA,Dryopteris hawaiiensis,Hawai'i woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRHO3,Dryopteris hobdyana,Hobdy's woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRIN5,Dryopteris intermedia,intermediate woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRLE2,Dryopteris ×leedsii,woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRLU,Dryopteris ludoviciana,southern woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRMA4,Dryopteris marginalis,marginal woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRMA11,Dryopteris mauiensis,Maui woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRMI6,Dryopteris ×mickelii,woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRNE2,Dryopteris ×neowherryi,woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRNU,Dryopteris nuda,dry land woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRPA6,Dryopteris parvula,little woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRPI2,Dryopteris ×pittsfordensis,Pittsford woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRPO5,Dryopteris podosora,Kauaikinana woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRRO2,Dryopteris rossii,Ross' woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRSA,Dryopteris sandwicensis,Pacific woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRSE2,Dryopteris ×separabilis,woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRSL,Dryopteris ×slossoniae,woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRSU8,Dryopteris subbipinnata,Ainahou Valley woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRTE4,Dryopteris tenebrosa,Na Pali-Kona woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRTE5,Dryopteris tetrapinnata,Waikamoi woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRTR,Dryopteris ×triploidea,woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUL2,Dryopteris ×uliginosa,woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUN,Dryopteris unidentata,onetooth woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRWA,Dryopteris wallichiana,alpine woodfern,,,,,,,,,,,,,,,,,,,,,,,,,,
DRYOS,×Dryostichum,dryostichum,,,,,,,,,,,,,,,,,,,,,,,,,,
DRSI5,×Dryostichum singulare,dryostichum,,,,,,,,,,,,,,,,,,,,,,,,,,
DRYPE,Drypetes,drypetes,,,,,,,,,,,,,,,,,,,,,,,,,,
DRAL5,Drypetes alba,cafeillo,,,,,,,,,,,,,,,,,,,,,,,,,,
DRDI,Drypetes diversifolia,milkbark,,,,,,,,,,,,,,,,,,,,,,,,,,
DRDO3,Drypetes dolichocarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRGL2,Drypetes glauca,varital,,,,,,,,,,,,,,,,,,,,,,,,,,
DRIL,Drypetes ilicifolia,rosewood,,,,,,,,,,,,,,,,,,,,,,,,,,
DRLA3,Drypetes lateriflora,guiana plum,,,,,,,,,,,,,,,,,,,,,,,,,,
DRYPT,Dryptodon,dryptodon moss,,,,,,,,,,,,,,,,,,,,,,,,,,
DRPA9,Dryptodon patens,dryptodon moss,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBAU,Dubautia,dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUAR,Dubautia arborea,Mauna Kea dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUCI,Dubautia ciliolata,lava dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUCIC,Dubautia ciliolata ssp. ciliolata,lava dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUCIG,Dubautia ciliolata ssp. glutinosa,lava dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUDE,Dubautia ×demissifolia,dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUDO,Dubautia dolosa,Maui dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUFA2,Dubautia ×fallax,dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUHE,Dubautia herbstobatae,Keaau Valley dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUIM,Dubautia imbricata,bog dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUIMA,Dubautia imbricata ssp. acronaea,bog dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUIMI,Dubautia imbricata ssp. imbricata,bog dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUKE,Dubautia kenwoodii,Kalalau rim dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUKN,Dubautia knudsenii,forest dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUKNF,Dubautia knudsenii ssp. filiformis,forest dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUKNK,Dubautia knudsenii ssp. knudsenii,forest dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUKNN,Dubautia knudsenii ssp. nagatae,forest dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DULA2,Dubautia laevigata,smooth dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DULA3,Dubautia latifolia,koholapehu,,,,,,,,,,,,,,,,,,,,,,,,,,
DULA4,Dubautia laxa,na'ena'e pua melemele,,,,,,,,,,,,,,,,,,,,,,,,,,
DULAB3,Dubautia laxa ssp. bryanii,na'ena'e pua melemele,,,,,,,,,,,,,,,,,,,,,,,,,,
DULAH3,Dubautia laxa ssp. hirsuta,na'ena'e pua melemele,,,,,,,,,,,,,,,,,,,,,,,,,,
DULAL,Dubautia laxa ssp. laxa,na'ena'e pua melemele,,,,,,,,,,,,,,,,,,,,,,,,,,
DULAP4,Dubautia laxa ssp. pseudoplantaginea,na'ena'e pua melemele,,,,,,,,,,,,,,,,,,,,,,,,,,
DULI,Dubautia linearis,shrubland dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DULIH,Dubautia linearis ssp. hillebrandii,Hillebrand's dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DULIL,Dubautia linearis ssp. linearis,shrubland dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DULIO,Dubautia linearis ssp. opposita,shrubland dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUME,Dubautia ×media,dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUME4,Dubautia menziesii,mountain dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUMI,Dubautia microcephala,Kauai dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUMO,Dubautia ×molokaiensis,dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUMO2,Dubautia ×montana,dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUPA3,Dubautia paleata,na'ena'e pua kea,,,,,,,,,,,,,,,,,,,,,,,,,,
DUPA5,Dubautia pauciflorula,Wahiawa Bog dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUPL,Dubautia plantaginea,plantainleaf dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUPLH,Dubautia plantaginea ssp. humilis,plantainleaf dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUPLM,Dubautia plantaginea ssp. magnifolia,plantainleaf dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUPLP3,Dubautia plantaginea ssp. plantaginea,plantainleaf dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUPL2,Dubautia platyphylla,cinderslope dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DURA,Dubautia raillardioides,na'ena'e 'ula,,,,,,,,,,,,,,,,,,,,,,,,,,
DURE2,Dubautia reticulata,netvein dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUSC,Dubautia scabra,rough dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUSCL2,Dubautia scabra ssp. leiophylla,rough dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUSCS,Dubautia scabra ssp. scabra,rough dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUSH,Dubautia sherffiana,Waianae Range dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUSY,Dubautia syndetica,Wahiawa dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUTH,Dubautia ×thyrsiflora,dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUWA,Dubautia waialealae,Waialeale dubautia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBOI,Duboisia,duboisia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUHO2,Duboisia hopwoodii,pituri,,,,,,,,,,,,,,,,,,,,,,,,,,
DULE,Duboisia leichhardtii,Leichhardt's duboisia,,,,,,,,,,,,,,,,,,,,,,,,,,
DUMY,Duboisia myoporoides,corkwood tree,,,,,,,,,,,,,,,,,,,,,,,,,,
DUCHE,Duchesnea,duchesnea,,,,,,,,,,,,,,,,,,,,,,,,,,
DUIN2,Duchesnea indica,Indian strawberry,,,,,,,,,,,,,,,,,,,,,,,,,,
DUDLE,Dudleya,dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,
DUAB,Dudleya abramsii,Abrams' liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUABA,Dudleya abramsii ssp. abramsii,Abrams' liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUABA2,Dudleya abramsii ssp. affinis,San Bernardino Mountains liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUABB,Dudleya abramsii ssp. bettinae,San Luis Obispo serpentine dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,
DUABM,Dudleya abramsii ssp. murina,San Luis Obispo dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,
DUABP,Dudleya abramsii ssp. parva,Conejo dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,
DUAL2,Dudleya albiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUAN2,Dudleya anomala,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUAT,Dudleya attenuata,tapertip liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUATO,Dudleya attenuata ssp. orcuttii,Orcutt's liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBL,Dudleya blochmaniae,Blochman's liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLB,Dudleya blochmaniae ssp. blochmaniae,Blochman's liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLB2,Dudleya blochmaniae ssp. brevifolia,shortleaf liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLI,Dudleya blochmaniae ssp. insularis,Blochman's liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBR3,Dudleya brittonii,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUCA4,Dudleya caespitosa,sealettuce,,,,,,,,,,,,,,,,,,,,,,,,,,
DUCA3,Dudleya calcicola,limestone liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUCA2,Dudleya candelabrum,candleholder liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUCO,Dudleya collomiae,Gila County liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUCY,Dudleya cymosa,canyon liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUCYA,Dudleya cymosa ssp. agourensis,canyon liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUCYC,Dudleya cymosa ssp. costafolia,Pierpoint Springs dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,
DUCYC2,Dudleya cymosa ssp. crebrifolia,San Gabriel River dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,
DUCYC3,Dudleya cymosa ssp. cymosa,canyon liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUCYM,Dudleya cymosa ssp. marcescens,marcescent dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,
DUCYO,Dudleya cymosa ssp. ovatifolia,Santa Monica Mountains dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,
DUCYP,Dudleya cymosa ssp. paniculata,canyon liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUCYP2,Dudleya cymosa ssp. pumila,canyon liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUDE2,Dudleya densiflora,San Gabriel Mountains liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUED,Dudleya edulis,fingertips,,,,,,,,,,,,,,,,,,,,,,,,,,
DUFA,Dudleya farinosa,powdery liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUGN,Dudleya gnoma,munchkin liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUGR,Dudleya greenei,Greene's liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DULA,Dudleya lanceolata,lanceleaf liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUMU,Dudleya multicaulis,manystem liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUNE,Dudleya nesiotica,Santa Cruz Island liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUPA2,Dudleya palmeri,Palmer's liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUPU,Dudleya pulverulenta,chalk dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,
DUPUA2,Dudleya pulverulenta ssp. arizonica,chalk dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,
DUPUP,Dudleya pulverulenta ssp. pulverulenta,chalk dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,
DUSA,Dudleya saxosa,Panamint liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUSAA,Dudleya saxosa ssp. aloides,Panamint liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUSAS,Dudleya saxosa ssp. saxosa,Panamint liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUSE,Dudleya setchellii,Santa Clara Valley liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUST,Dudleya stolonifera,Laguna Beach liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUTR,Dudleya traskiae,Santa Barbara Island liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUVA,Dudleya variegata,variegated liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUVE,Dudleya verityi,Verity's liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DUVI,Dudleya virens,bright green dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,
DUVIH,Dudleya virens ssp. hassei,bright green dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,
DUVII,Dudleya virens ssp. insularis,bright green dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,
DUVIV,Dudleya virens ssp. virens,bright green dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,
DUVI2,Dudleya viscida,sticky liveforever,,,,,,,,,,,,,,,,,,,,,,,,,,
DULIC,Dulichium,dulichium,,,,,,,,,,,,,,,,,,,,,,,,,,
DUAR3,Dulichium arundinaceum,three-way sedge,Summer,Moderate,,2.6,Moderate,None,Erect,Medium,Low,High,4.7,7.5,3450,4800,16,60,18,None,Intermediate,-38,Late Summer,Fall,Fall,No,No,
DUARA,Dulichium arundinaceum var. arundinaceum,three-way sedge,,,,,,,,,,,,,,,,,,,,,,,,,,
DUARB,Dulichium arundinaceum var. boreale,three-way sedge,,,,,,,,,,,,,,,,,,,,,,,,,,
DUMOR2,Dumortiera,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUHI4,Dumortiera hirsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUHIH,Dumortiera hirsuta ssp. hirsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUHIN,Dumortiera hirsuta ssp. nepalensis,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUPOA,×Dupoa,dupoa,,,,,,,,,,,,,,,,,,,,,,,,,,
DULA6,×Dupoa labradorica,Labrador bluegrass,,,,,,,,,,,,,,,,,,,,,,,,,,
DUPON,Dupontia,tundragrass,,,,,,,,,,,,,,,,,,,,,,,,,,
DUFI,Dupontia fisheri,Fisher's tundragrass,,,,,,,,,,,,,,,,,,,,,,,,,,
DURAN,Duranta,duranta,,,,,,,,,,,,,,,,,,,,,,,,,,
DUER,Duranta erecta,golden dewdrops,,,,,,,,,,,,,,,,,,,,,,,,,,
DUFL2,Duranta fletcheriana,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURIO,Durio,durio,,,,,,,,,,,,,,,,,,,,,,,,,,
DUZI,Durio zibethinus,durian,,,,,,,,,,,,,,,,,,,,,,,,,,
DYCKI,Dyckia,dyckia,,,,,,,,,,,,,,,,,,,,,,,,,,
DYBR,Dyckia brevifolia,sawblade,,,,,,,,,,,,,,,,,,,,,,,,,,
DYERA,Dyera,dyera,,,,,,,,,,,,,,,,,,,,,,,,,,
DYCO3,Dyera costulata,jelutong,,,,,,,,,,,,,,,,,,,,,,,,,,
DYPSI,Dypsis,butterfly palm,,,,,,,,,,,,,,,,,,,,,,,,,,
DYLU,Dypsis lutescens,yellow butterfly palm,,,,,,,,,,,,,,,,,,,,,,,,,,
DYSCH,Dyschoriste,snakeherb,,,,,,,,,,,,,,,,,,,,,,,,,,
DYAN,Dyschoriste angusta,pineland snakeherb,,,,,,,,,,,,,,,,,,,,,,,,,,
DYCR,Dyschoriste crenulata,wavyleaf snakeherb,,,,,,,,,,,,,,,,,,,,,,,,,,
DYHU,Dyschoriste humistrata,swamp snakeherb,,,,,,,,,,,,,,,,,,,,,,,,,,
DYLI,Dyschoriste linearis,polkadots,,,,,,,,,,,,,,,,,,,,,,,,,,
DYLIL,Dyschoriste linearis var. linearis,polkadots,,,,,,,,,,,,,,,,,,,,,,,,,,
DYLIS,Dyschoriste linearis var. sanpatriciensis,polkadots,,,,,,,,,,,,,,,,,,,,,,,,,,
DYOB,Dyschoriste oblongifolia,oblongleaf snakeherb,,,,,,,,,,,,,,,,,,,,,,,,,,
DYSC,Dyschoriste schiedeana,Schied's snakeherb,,,,,,,,,,,,,,,,,,,,,,,,,,
DYSCC,Dyschoriste schiedeana var. cinerascens,Schied's snakeherb,,,,,,,,,,,,,,,,,,,,,,,,,,
DYSCD,Dyschoriste schiedeana var. decumbens,spreading snakeherb,,,,,,,,,,,,,,,,,,,,,,,,,,
DYSOD,Dysodiopsis,dogfennel,,,,,,,,,,,,,,,,,,,,,,,,,,
DYTA2,Dysodiopsis tagetoides,false dogfennel,,,,,,,,,,,,,,,,,,,,,,,,,,
DYSOX,Dysoxylum,,,,,,,,,,,,,,,,,,,,,,,,,,,
DYHU2,Dysoxylum huntii,,,,,,,,,,,,,,,,,,,,,,,,,,,
DYSPH,Dysphania,dysphania,,,,,,,,,,,,,,,,,,,,,,,,,,
DYAM,Dysphania ambrosioides,Mexican tea,,,,,,,,,,,,,,,,,,,,,,,,,,
DYAN2,Dysphania anthelmintica,wormseed,,,,,,,,,,,,,,,,,,,,,,,,,,
DYAR,Dysphania aristata,wormseed,,,,,,,,,,,,,,,,,,,,,,,,,,
DYBO,Dysphania botrys,Jerusalem oak goosefoot,,,,,,,,,,,,,,,,,,,,,,,,,,
DYCA,Dysphania carinata,keeled wormseed,,,,,,,,,,,,,,,,,,,,,,,,,,
DYCH,Dysphania chilensis,Chilean wormseed,,,,,,,,,,,,,,,,,,,,,,,,,,
DYCR2,Dysphania cristata,crested goosefoot,,,,,,,,,,,,,,,,,,,,,,,,,,
DYGR,Dysphania graveolens,fetid goosefoot,,,,,,,,,,,,,,,,,,,,,,,,,,
DYMU,Dysphania multifida,cutleaf goosefoot,,,,,,,,,,,,,,,,,,,,,,,,,,
DYPL,Dysphania plantaginella,dwarf-flower,,,,,,,,,,,,,,,,,,,,,,,,,,
DYPU,Dysphania pumilio,clammy goosefoot,,,,,,,,,,,,,,,,,,,,,,,,,,
DYSSO,Dyssodia,dyssodia,,,,,,,,,,,,,,,,,,,,,,,,,,
DYPA,Dyssodia papposa,fetid marigold,,,,,,,,,,,,,,,,,,,,,,,,,,
EASTW,Eastwoodia,eastwoodia,,,,,,,,,,,,,,,,,,,,,,,,,,
EAEL,Eastwoodia elegans,yellow aster,,,,,,,,,,,,,,,,,,,,,,,,,,
EATON,Eatonella,eatonella,,,,,,,,,,,,,,,,,,,,,,,,,,
EANI,Eatonella nivea,white false tickhead,,,,,,,,,,,,,,,,,,,,,,,,,,
EBENO,Ebenopsis,Texas ebony,,,,,,,,,,,,,,,,,,,,,,,,,,
EBCO,Ebenopsis confinis,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBEB,Ebenopsis ebano,Texas ebony,,,,,,,,,,,,,,,,,,,,,,,,,,
EBENU,Ebenus,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBST,Ebenus stellata,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECBAL,Ecballium,squirting cucumber,,,,,,,,,,,,,,,,,,,,,,,,,,
ECEL,Ecballium elaterium,squirting cucumber,,,,,,,,,,,,,,,,,,,,,,,,,,
ECCRE,Eccremidium,eccremidium moss,,,,,,,,,,,,,,,,,,,,,,,,,,
ECFL3,Eccremidium floridanum,Florida eccremidium moss,,,,,,,,,,,,,,,,,,,,,,,,,,
ECCRE3,Eccremocactus,eccremocactus,,,,,,,,,,,,,,,,,,,,,,,,,,
ECBR2,Eccremocactus bradei,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECHEA,Echeandia,echeandia,,,,,,,,,,,,,,,,,,,,,,,,,,
ECCH3,Echeandia chandleri,Chandler's craglily,,,,,,,,,,,,,,,,,,,,,,,,,,
ECFL,Echeandia flavescens,Torrey's craglily,,,,,,,,,,,,,,,,,,,,,,,,,,
ECRE2,Echeandia reflexa,reflexed craglily,,,,,,,,,,,,,,,,,,,,,,,,,,
ECTE4,Echeandia texensis,Texas craglily,,,,,,,,,,,,,,,,,,,,,,,,,,
ECHEV,Echeveria,echeveria,,,,,,,,,,,,,,,,,,,,,,,,,,
ECST,Echeveria strictiflora,desert savior,,,,,,,,,,,,,,,,,,,,,,,,,,
ECHIN,Echinacea,purple coneflower,,,,,,,,,,,,,,,,,,,,,,,,,,
ECAN2,Echinacea angustifolia,blacksamson echinacea,,,,,,,,,,,,,,,,,,,,,,,,,,
ECANA,Echinacea angustifolia var. angustifolia,blacksamson echinacea,,,,,,,,,,,,,,,,,,,,,,,,,,
ECANS,Echinacea angustifolia var. strigosa,strigose blacksamson,,,,,,,,,,,,,,,,,,,,,,,,,,
